campaign,adset,ad_name,spend,impressions,clicks,link_clicks,lpv,atc,purchases,revenue,roas,cpa,ctr,cvr_click2buy
트래픽_캠페인,트래픽_세트,260312_선고,505890,66380,5454,5028,4031,2,0,0,0.0,,0.0757,0.0
올영 리뷰이벤트_캠페인,올영 리뷰이벤트_세트,260313_리뷰이벤트_유산소3시간효과,226392,9729,75,71,6,0,1,149000,0.658,226392,0.0073,0.0141
올영 리뷰이벤트_캠페인,올영 리뷰이벤트_세트,260313_리뷰이벤트_붓기 원인제거ai,61974,2655,20,15,1,0,0,0,0.0,,0.0056,0.0
올영 리뷰이벤트_캠페인,올영 리뷰이벤트_세트,260313_리뷰이벤트_설인아,212309,8022,86,70,0,0,0,0,0.0,,0.0087,0.0
올영 리뷰이벤트_캠페인,올영 리뷰이벤트_세트,260313_리뷰이벤트_붓기사기템,262888,8836,65,59,0,0,0,0,0.0,,0.0067,0.0
251128_캠페인,251128_세트,260313_ai리뷰,483785,3679,71,66,55,2,0,0,0.0,,0.0179,0.0
올영 리뷰이벤트_캠페인,올영 리뷰이벤트_세트,260313_올영리뷰PA_huhsuzi,525324,14615,209,92,1,11,0,0,0.0,,0.0063,0.0
251128_캠페인,251128_세트,260313_릴스 칼륨_애플 확실하게ver2,1243286,15446,105,97,89,15,9,981300,0.789,138143,0.0063,0.0928
붓기부스터_캠페인,붓기부스터_세트,260313_릴스 붓부_애플 재구매1위ver2,169173,5169,21,15,15,0,0,0,0.0,,0.0029,0.0
증대기여_캠페인,증대기여_세트,260313_릴스 칼륨_애플 리뷰ver2,38971,2584,12,10,8,0,0,0,0.0,,0.0039,0.0
251128_캠페인,251128_세트,260313_릴스 칼륨_애플 원천 봉쇄ver2,1610024,21819,184,167,661,27,13,1701170,1.057,123848,0.0077,0.0778
증대기여_캠페인,증대기여_세트,260316_증대_붓부_설인아 신속,1783714,27742,321,290,1693,19,17,1943472,1.09,104924,0.0105,0.0586
251128_캠페인,251128_세트,260316_칼륨_짠음식 먹고,608271,9197,53,52,47,10,5,446070,0.733,121654,0.0057,0.0962
매거진 구매_캠페인,매거진 구매_세트,260316_릴스 칼륨_붓기제거공식,104422,1977,11,13,12,3,1,37400,0.358,104422,0.0066,0.0769
매거진 구매_캠페인,매거진 구매_세트,260316_릴스 칼륨_태국광고,189274,3734,71,68,58,3,2,171000,0.903,94637,0.0182,0.0294
증대기여_캠페인,증대기여_세트,260316_증대_붓부_압도적붓기제거,247685,5961,59,57,50,3,2,281728,1.137,123842,0.0096,0.0351
매거진 구매_캠페인,매거진 구매_세트,260316_릴스 칼륨_빠른 붓기제거,92276,1510,11,9,6,0,0,0,0.0,,0.006,0.0
매거진 구매_캠페인,매거진 구매_세트,260316_릴스 칼륨_설인아 플랫폼,549838,10108,54,52,42,7,5,357200,0.65,109968,0.0051,0.0962
붓기부스터_캠페인,붓기부스터_세트,260317_붓기부스터_환절기 AI,68251,2002,18,12,8,0,0,0,0.0,,0.006,0.0
251128_캠페인,251128_세트,260317_릴스 칼륨_유산소 AI,2284001,26454,535,510,1458,35,23,1942040,0.85,99304,0.0193,0.0451
251128_캠페인,251128_세트,260316_칼륨_야식 걱정? 나트륨cut,1667,29,0,0,0,0,0,0,0.0,,0.0,
매거진 구매_캠페인,매거진 구매_세트,260316_릴스 칼륨_이유가있다,760420,12837,85,79,72,10,8,717887,0.944,95052,0.0062,0.1013
251128_캠페인,251128_세트,260317_릴스 칼륨_훈남 리뷰AI,82262,1038,10,9,6,0,0,0,0.0,,0.0087,0.0
붓기파우더_캠페인,붓기파우더_세트,260318_붓기파우더_플랫폼 릴스,97228,1960,11,8,8,2,1,102000,1.049,97228,0.0041,0.125
붓기파우더_캠페인,붓기파우더_세트,260318_칼륨_아침붓기 주황,459033,10659,92,89,590,5,1,68000,0.148,459033,0.0083,0.0112
붓기파우더_캠페인,붓기파우더_세트,260318_칼륨_나트륨잡는칼륨,554739,11480,75,66,64,6,4,210800,0.38,138685,0.0057,0.0606
트래픽_캠페인,트래픽_세트,260318_붓기부스터_huhsuzi 편집 트래픽,752890,43786,2160,2108,13431,2,0,0,0.0,,0.0481,0.0
붓기부스터_캠페인,붓기부스터_세트,260318_붓기부스터_최적의조합,1792691,35074,218,197,398,7,3,362800,0.202,597564,0.0056,0.0152
붓기부스터_캠페인,붓기부스터_세트,260317_붓기부스터_유산소 5시간 릴스,384102,4740,63,59,53,4,1,104000,0.271,384102,0.0124,0.0169
251128_캠페인,251128_세트,260317_릴스 칼륨_유산소 실제,8887874,133399,1487,1457,3585,143,81,7617117,0.857,109727,0.0109,0.0556
260319_칼륨ver2_캠페인,260319_칼륨ver2_세트,260319_칼륨ver2_이쁜얼굴ai 누적리뷰,742187,14122,153,146,364,20,8,730600,0.984,92773,0.0103,0.0548
260319_칼륨ver2_캠페인,260319_칼륨ver2_세트,260319_칼륨ver2_붓기파우더_홈쇼핑 효과,81776,613,16,13,12,1,0,0,0.0,,0.0212,0.0
260319_칼륨ver2_캠페인,260319_칼륨ver2_세트,260319_칼륨ver2_포가루롤링,67274,1534,26,26,24,3,0,0,0.0,,0.0169,0.0
